sa,sb,sc,sd,se,sf,m8a,m8b,m8c,m8d,m8e,m8f,m4a,m4b,m4c,m4d,m4e,m4f,m9a,m9b,m9c,m9d,m9e,m9f,m2a,m2b,m2c,m2d,m2e,m2f,m10a,m10b,m10c,m10d,m10e,m10f,m5a,m5b,m5c,m5d,m5e,m5f,m11a,m11b,m11c,m11d,m11e,m11f,m1a,m1b,m1c,m1d,m1e,m1f,m12a,m12b,m12c,m12d,m12e,m12f,m6a,m6b,m6c,m6d,m6e,m6f,m13a,m13b,m13c,m13d,m13e,m13f,m3a,m3b,m3c,m3d,m3e,m3f,m14a,m14b,m14c,m14d,m14e,m14f,m7a,m7b,m7c,m7d,m7e,m7f,m15a,m15b,m15c,m15d,m15e,m15f,ga,gb,gc,gd,ge,gf
-0.0619263769207502,-0.1781900427608449,-0.8850937727841274,-7.525328546103543e-05,1.0633040134498095,3.079662839272741,-0.11326394356439452,-0.20651920000744023,-0.8543267935918478,0.03133896030129975,0.8473363091045263,1.8948378644589052,-0.20447517375458818,-0.2712144217172271,-0.6886273286011875,0.029111677152961903,0.6133443882991673,1.8359962214241279,-0.31385048580038455,-0.2724443050998595,-0.6092715783243527,0.06288186055240874,0.33450983848183635,1.7512535371071887,-0.37793363632825905,-0.25134974967618073,-0.6648550068047607,0.05085262258446674,0.3521685824872594,1.7387949204025996,-0.5162851016931237,-0.22679267136515294,-0.5850504464092152,0.09143484618447126,-0.041824031175994314,1.6857235206934842,-0.6164714159298543,-0.2460058564925815,-0.6337960188871711,0.09768308277694844,-0.17230673374201472,1.584146849598851,-0.7335998542950052,-0.23653767980012885,-0.6290082847668306,0.07785075501567351,-0.25150082700848403,1.5403027522250772,-0.8032195232927083,-0.2160872638574612,-0.665663633127039,0.11015964843227695,0.09896888764595524,1.3734911841180102,-0.9170640504780128,-0.15461386629259138,-0.557199052472004,0.16886373522354714,-0.5219940768383686,1.4439516447811607,-1.011956457266248,-0.16351897036304242,-0.5767318875572248,0.14439238998079823,-0.4814843054175181,1.6312880923383857,-1.1380978588902049,-0.11986659741824923,-0.5360485683530409,0.1694355907591964,-0.7329914089420996,1.7557434277926032,-1.2307854671235203,-0.1640455009030301,-0.6096578693757098,0.1209347802121459,-0.2747595283345865,1.6950084229126698,-1.3220602064570457,-0.0840272500433884,-0.48750559289162165,0.12926554842780935,-0.5082601327192284,1.7601110786457816,-1.4313370175356126,-0.12411842003068918,-0.5466482260390558,0.09389020922707086,-0.2575569537134753,1.739896683488632,-1.6516546124480844,-0.13069532684845903,-0.5681526665264613,0.052092555462938034,-0.022130887666130444,1.6169958755384797,-1.557090735152717,-0.0905412456930632,-0.3811523302645554,1.3642460896079456e-05,0.4716904270253987,1.5844901600112316
0.2205038873574997,-0.4308814672412931,-0.3297735049493812,-5.2284772448852016e-05,0.7606672716410957,-2.92109581319716,-0.10256470613404586,-0.4059590925650021,-0.572048482912932,0.045870360088127296,0.696949910733893,-1.7236205500853934,-0.17384848035249312,-0.359512315615482,-0.46316727195184065,0.06008570376221134,0.42275388608353376,-1.7962125678536227,-0.25643356700686964,-0.2308773457688538,-0.5406125581116525,0.047487003576370396,0.23778528384279715,-1.4347599833637106,-0.34957460477472374,-0.27196047928706424,-0.4928822912245488,0.10451156541225207,0.3063298275251925,-1.2731664010387098,-0.5053356729171281,-0.2939516809521129,-0.6383671602335995,0.06122782957347121,0.13642469215863867,-1.1690870052998057,-0.5829440843408498,-0.23634970113938353,-0.59477800067799,0.06404779428243257,0.05497083144921905,-1.046354660577484,-0.7023985469249843,-0.22891454646860754,-0.5830940970443163,0.05900180432448421,0.0003792090053331698,-1.0602887657439208,-0.7933004150657468,-0.24575112605081778,-0.6604120213883194,0.0806045519167369,0.23232130240873677,-0.3335711654453124,-0.9184113923658634,-0.23155686247519253,-0.629039556137278,0.09540505255408269,0.005294117067747683,-0.6723861331764591,-1.0178038514343974,-0.23122074309556062,-0.6569315113386105,0.08038256055019463,0.08473383823534658,-0.21775640986456773,-1.1682091449308918,-0.23066199293449852,-0.6200286802467005,0.08472405514967538,0.1170396086754636,0.18078368151516225,-1.2329538959408377,-0.23217668262908547,-0.6862713483663886,0.03775350743419195,0.33600072619654725,0.20713072549392192,-1.4040553022152584,-0.2506869928563322,-0.6181293101163632,0.04361965400799295,0.2590599956524813,0.7341840676088983,-1.416349225655953,-0.19629072301915795,-0.6814950839128132,0.025383465511781264,0.5203432758929848,1.0105495699143778,-1.563330450058213,-0.193902788060965,-0.6986521452413708,0.010363884349296679,0.6438576542104563,1.2251324020712753,-1.590007700689215,-0.6464875365037974,-0.4200427357629142,7.65997603480173e-06,1.0665300344965658,1.5515825013657736
0.0761426326147911,-0.56704256747374,-0.4087590008328446,-6.148654628534266e-05,0.975812527219274,-1.4567926276273817,-0.06890685645738612,-0.1934454767038184,-0.5350923267927753,0.0204750951657286,0.6803222001203784,-1.3649835850597052,-0.17069596313902932,-0.2435864851837869,-0.6603695268477876,0.02889314950425121,0.7127948576754402,-1.205651678453178,-0.298119445445855,-0.2883392209637491,-0.6485424221879836,0.059335760244839914,0.6123936418071841,-0.8521172018765534,-0.38488216684857274,-0.2744850175369251,-0.664805195956625,0.06262557055214285,0.5022165572142125,-1.047558469860907,-0.5045168601131285,-0.26676749172517233,-0.6897096849493782,0.08058971912985877,0.5570729959223761,-0.5327849130620909,-0.5899773735280368,-0.26553880124604895,-0.6892359872822762,0.076686655793394,0.43396880347744443,-0.5508787164951232,-0.7114863163730074,-0.25846710759818536,-0.6941716535328313,0.08185137671121459,0.3460505476584306,-0.36370176005795957,-0.8070731233678953,-0.2580280639311539,-0.7147239972410576,0.0815654403150472,0.3000580350668179,-0.19421300976295497,-0.915161891859969,-0.24267432488813184,-0.6904025859174215,0.08303231249723925,0.2524688861357554,-0.05982994886765142,-1.0177618197444391,-0.24350595322990654,-0.713324136080715,0.07616481823454233,0.27009718607354,0.3149098310804828,-1.1268629383872648,-0.2098270491084283,-0.7044753615686896,0.06294114864092634,0.25691235677525154,0.5971982752424718,-1.226646448879438,-0.23328974384888507,-0.7189510861902121,0.03562843050967543,0.42494856091225214,0.5273290027841981,-1.3409795745112347,-0.20396952454386152,-0.6889548771261356,0.04166258084478533,0.39379700354698666,0.9645921082486429,-1.4366552263061887,-0.1997764394965993,-0.6952178938627479,0.028119731859017172,0.5040209845902135,1.0724448862332914,-1.552068288967067,-0.18949976751948255,-0.6892312339784581,0.010414239633137812,0.6474102263587252,1.2061932606955428,-1.5016350171540838,-0.2129734002434695,-0.6777793614549641,6.39376092514965e-06,0.8907507642325323,1.639955551787757
-0.024019434912733,-0.2167054439664444,-0.6839042721721004,0.0001030467807244,0.90062788511298,1.859709129800977,-0.09446359360166984,-0.19487923734703622,-0.7440253316296096,0.01951835936026195,0.776922355649615,1.1390441106086897,-0.17167860049928776,-0.22727516153417993,-0.6715308762457166,0.01616817509475947,0.649694277872291,0.7184567781688237,-0.30182532590212097,-0.23191402829300697,-0.6390728450415384,0.04066793380669706,0.4488832355569041,1.0904324064935893,-0.36300717614434097,-0.21792438190009877,-0.6663073351741329,0.040638347435850375,0.4158699545662121,0.71312400691913,-0.5153155872285946,-0.24333082344369597,-0.6326688489692747,0.08936363339890767,0.1941874041920641,1.0572661635540244,-0.6006035420279794,-0.22724024250509128,-0.6247981045733292,0.0954905877524676,0.028268193453216406,0.9471860604619685,-0.7170005151788739,-0.21407446851082007,-0.6101074395569358,0.09348357005723548,-0.07127415337563225,0.9612344998655926,-0.781265916370391,-0.19635689654773952,-0.5878041918959599,0.10824650879869657,0.0157833545083641,1.0871222845636717,-0.9195494986046088,-0.1890068171714417,-0.5974880286710568,0.13935066788931846,-0.277383505309209,0.7635289789739605,-1.0187118383023719,-0.1932414309099021,-0.6112754107570724,0.12200365529327609,-0.2652545145062557,0.9938481769742903,-1.13201650013593,-0.1588139280916473,-0.6005555465669248,0.1204893200532532,-0.31006814928051507,1.0827766593388235,-1.2096774203071066,-0.16200620163572826,-0.6035707721843188,0.09829092971474362,-0.08028781014504077,1.1193464353661995,-1.3266830772776985,-0.13658629690960744,-0.5557874731514119,0.08462401110592915,-0.11362194363267013,1.2373469240359474,-1.3915341388569487,-0.14157128712711786,-0.5792288855804368,0.06350990144863154,0.07042026522443418,1.3362741472335231,-1.5734703991850583,-0.1371672844228627,-0.5802032856724559,0.03647911857462312,0.24435437985376907,1.3933041665861468,-1.7608317461414575,-0.0884651765937647,-0.3979043745400545,1.5716658396058847e-05,0.4863695509050387,1.3807470134639992
0.0845386812340344,-0.5607106696457611,-0.3958357783341547,-6.0631956063906194e-05,0.9565575559987826,2.005967757993175,-0.10717971708978662,-0.2704897258654677,-0.5041831838280031,0.015425651331684744,0.6069786482606688,1.3015253221887515,-0.17949022331245335,-0.2382154944178576,-0.554950566509538,0.030196505528393203,0.5554521349151387,0.8505188453737649,-0.3154177174314917,-0.29032025889982416,-0.5279893452872189,0.10401375460801023,0.3628341887562374,1.042552481852141,-0.40013259646519206,-0.26667161980067045,-0.5113656476035588,0.13201365848497051,0.3290202124091095,0.8668340176311453,-0.5093763080686191,-0.23096199340218024,-0.6047033878521517,0.08876698671577572,0.12882362998995717,1.0079682673667492,-0.5961093894172611,-0.20981615699278694,-0.5917892964784195,0.09482131429973797,-0.05879946871992414,0.8767360063270194,-0.7113693869573461,-0.195331091502974,-0.5762219615857976,0.0981569385334809,-0.12408254195401691,0.9210883296377423,-0.773980726616248,-0.18843399392442145,-0.5801689988752564,0.10754182384540763,0.03767755084520502,0.8939499989498759,-0.9238561270422561,-0.1885113429846222,-0.5819279892943781,0.144530235353799,-0.3692639335523932,0.6628200178881424,-1.0228348581174862,-0.1838579615946152,-0.5712074517156638,0.1306024746075849,-0.4451979220424132,0.8452710779381636,-1.1670316433290244,-0.17194678149133036,-0.5341858983013594,0.14526003653366965,-0.4573273474044188,0.9682810432892259,-1.2019304060277172,-0.14099219411815495,-0.5624621997714653,0.1121054479641741,-0.20448705168122483,1.1052873278504467,-1.3838042141338935,-0.1724177218416285,-0.47842158940869295,0.09183796466797856,-0.29283089524847306,1.0752911850308342,-1.3602585764886563,-0.12211161840481505,-0.5370590082615119,0.07009222574967564,-0.02482726851026379,1.3392103167633302,-1.5731293197902811,-0.12635242963922227,-0.5575815694169546,0.04108419089426125,0.17472315116645662,1.4193235511517903,-1.913276657038724,-0.1887167401608671,-0.2722752320371633,2.206406720972609e-05,0.4609878984939186,1.2282954091750111
0.0118644982793066,-0.6180072078707118,-0.5150522390934913,-6.728069292490369e-05,1.1330703344103925,1.9452098104848263,-0.10112844866449673,-0.2370855788659027,-0.6347786451695906,0.017193234265570616,0.696768014819539,1.2712703983310598,-0.1853056778211261,-0.22336740582292386,-0.6564514426890307,0.0238378107631263,0.6721386501078412,0.7847982055095277,-0.31925080969237773,-0.29628091904585696,-0.5366572928933697,0.10502429799226665,0.3838948424275953,1.149304532210793,-0.4020708316302819,-0.2552825515430014,-0.6189155832146764,0.0901758000417969,0.42367015698071775,0.891668967608603,-0.5113875147081276,-0.22931747384193404,-0.602573320657961,0.09022301026927547,0.10251054458950526,1.2117685000249976,-0.6003957104832083,-0.21572368835909023,-0.6084561145697476,0.09911678887381165,-0.03277563903208203,1.1697930999533233,-0.7176149455279492,-0.20509513247365807,-0.5953643770376399,0.09695229310427203,-0.1379772960834405,1.214610927647485,-0.802887523660284,-0.21373593625889048,-0.7223578984750679,0.10828522875275953,0.26017578575285144,0.9766603958768892,-0.9182440509072276,-0.18979443815808333,-0.6096393150283851,0.13752242565493325,-0.2271520612836045,0.9213345789948836,-1.0183039098121527,-0.19540331566150504,-0.6245276833885068,0.12151431865197415,-0.2223651141105698,1.141738890934045,-1.1284103287788878,-0.16063611730621274,-0.6219760070514735,0.11588050249155418,-0.2502139871308536,1.1970441829656528,-1.2184719069982237,-0.17946439447505863,-0.6441265556214639,0.09088060006245224,0.0017756337314814852,1.2980731694197958,-1.3021637517357514,-0.12103814184809403,-0.5888294033005712,0.08169083805052624,-0.03798416435202011,1.3091035590764548,-1.4393099076343319,-0.15969806174732804,-0.6200194687046339,0.06408422204588166,0.09276757851768902,1.443372410222307,-1.598208175371456,-0.15872173547744434,-0.6257456529616898,0.031247121901964374,0.314134589682164,1.405320385770512,-1.5109447625280656,0.0545418965956211,-0.6980177467875261,1.2244225921165253e-05,0.6434758501799216,1.6306380955844515
0.0451320258185322,-0.357712324798941,-0.4872541658789355,-5.9831934203807306e-05,0.8449810686339622,1.9621954014425036,-0.10328481544686141,-0.23456615579082374,-0.6308954568043074,0.01875150699294107,0.6960932126633641,1.3153729278285706,-0.18179070021202134,-0.23232113996659248,-0.6405187914503865,0.022510895852530154,0.6239841450440851,1.0618913755835133,-0.3149588692662402,-0.2644812842122698,-0.6322757829696142,0.06054685231226725,0.48592796957065165,1.2742043781207606,-0.3771180821678065,-0.227480466652144,-0.6333291207670662,0.06396368132295324,0.38798906497726127,1.1949163892819117,-0.5216014655090362,-0.2485201290922658,-0.684598298590253,0.09671287798805463,0.42819416763100554,1.3002931664990522,-0.6023010194660681,-0.24022528216908917,-0.680082516501261,0.10391732379318863,0.2919383585845529,1.198893578355313,-0.7161323014335744,-0.22726849051174736,-0.6906633898917167,0.11923161613086841,0.29741112454233154,1.2219862860546098,-0.8220851103317073,-0.2239999182411076,-0.810824335358515,0.1136929165853943,0.3763943975897341,1.306166001416559,-0.9121006350262708,-0.21587404565779217,-0.6923844061304322,0.10706509876376433,0.17473120228558586,1.1282740428875715,-1.011692448969409,-0.22644611549292704,-0.7291492566575086,0.09518622593763018,0.24751263461962653,1.351272258369984,-1.120311101363089,-0.1977311149396903,-0.7455806872033379,0.07413891052895494,0.24666246640692574,1.389833091858228,-1.2250898443057467,-0.23194057986900202,-0.7625178896217265,0.04495038921384997,0.4488245643238939,1.2522337950258273,-1.3060189283315693,-0.1689243618836257,-0.7642596880699186,0.055386484648182854,0.4475832718427186,1.4682354955505574,-1.5473479926600926,-0.23146831756237424,-0.7837473688039485,0.03458351713885295,0.49525648196612515,1.346261886102354,-1.642727634641309,-0.22741213696878365,-0.7702305668757954,0.008945018024015164,0.6349287888238976,1.352506025047974,-1.725970243938657,-0.1530947027299927,-0.8729286593808316,8.588882852045288e-06,1.0260233631578828,1.4156179584670203
0.083431658069073,-0.3284204602155637,-0.4920072344093035,-5.9308361292630005e-05,0.8204425200264696,-1.7289748912517604,-0.05604226257697388,-0.1921721942790589,-0.5501277687052779,0.00864660968470144,0.6764041960226285,-1.3863968581737545,-0.15054309674473793,-0.25499487490755857,-0.5892572358971953,0.0252195560992143,0.5940643285781908,-1.1893607331603724,-0.27916901365008456,-0.24643086165325032,-0.6146206174049555,0.044862761706385756,0.4661124082031809,-0.9235710157671836,-0.3670365560554836,-0.2529504923007681,-0.6061767819956423,0.07204086536492718,0.4409438226252908,-1.0350516079336318,-0.4989622508101761,-0.2552839503025982,-0.6456289805264067,0.07762657395657169,0.3870401590302342,-0.5518175100960301,-0.5865133482440612,-0.24651195091026806,-0.6500033350571564,0.07623638622918329,0.302031526404632,-0.5513067418532112,-0.7085130444958789,-0.24601944826003946,-0.663359789777328,0.08070828076631209,0.26155531997794756,-0.41990237616757425,-0.8141182476359514,-0.26551802551679166,-0.744580413235645,0.08109270676450822,0.3433451413231486,-0.18150904092741926,-0.9139147736844846,-0.23713498607310662,-0.6782998164786819,0.08653355301955293,0.21039330789555982,-0.10961020160275081,-1.0152873103555136,-0.24293592256052143,-0.7145574187374396,0.07432486453416878,0.29491259045080104,0.25815561595852843,-1.137519816030761,-0.22120034180332626,-0.7007707447969072,0.06341435400695475,0.2925956331510446,0.5424615349260485,-1.2294877912004933,-0.2437477489899776,-0.7402408068793341,0.027754175555281813,0.49747356014880756,0.520984186895647,-1.345921626189592,-0.21629838973045912,-0.7079408606674198,0.0354198928287805,0.46727501102087055,0.9228484668631738,-1.472018431637475,-0.21854060432775835,-0.7439591198947553,0.021532429317810492,0.606503658512171,1.0630529501848787,-1.593978461408557,-0.22080836565519252,-0.7554965144014951,0.0037950674307254267,0.7316245955431292,1.2395179786400572,-1.5867932936866018,-0.389939434430941,-0.6877944433393594,8.258448588094325e-06,1.0777337830762832,1.5547955474162118
0.1315292978562896,-0.5794102496883685,-0.5460143488517285,-6.74086754218864e-05,1.1254360722539305,-3.010066712229579,-0.11556057708382,-0.4061581652284619,-0.6783395350532989,0.06456789766263792,0.7860901577816531,-1.8424907502988568,-0.1899262096931956,-0.30141315039589267,-0.6567799171388717,0.04707057426385923,0.6932584905291163,-1.7430494770036098,-0.2974773473842854,-0.318943193505581,-0.6028909521096677,0.08549374656053589,0.6005476737041656,-1.5314727493526155,-0.39187596933243063,-0.32075704721889686,-0.5884883626925932,0.09971380029448856,0.42562101654983264,-1.3459430750495514,-0.5045090671631645,-0.29065554100534563,-0.6593732313104408,0.0651811511171348,0.28403564422439614,-1.1715582791712,-0.5820407418523964,-0.2425333856678255,-0.6191443295671982,0.06597661513822872,0.19099260616143826,-1.0780840891390553,-0.7004082560044762,-0.22525852470892294,-0.5953838436743952,0.06968930442501442,0.09009988236926247,-0.9349392588066017,-0.8236489427413648,-0.2738971793638411,-0.8123946008164127,0.08012474918259158,0.4771816000535078,-0.3232543195027293,-0.915138710344533,-0.23060849583455506,-0.6387130004434681,0.09272850743405128,0.06363693689520744,-0.5776767657182869,-1.017427421314447,-0.23373943851218826,-0.667001047615913,0.07877152710646748,0.12398893235395358,-0.15856407047794774,-1.1903084487251152,-0.24413550920703297,-0.5978452594975625,0.0964565137554538,0.09156301559705583,0.21484016667496855,-1.2222464305223375,-0.2220390800796906,-0.6860940468143282,0.040464708685825634,0.3560828963320683,0.3361086710245976,-1.422458592170226,-0.2659234668965271,-0.6007978066512808,0.042848026352189816,0.23398951490841163,0.6557013727301763,-1.4321197877930891,-0.20014519034705275,-0.6994065093038557,0.02505973796056156,0.5365627544871432,1.0235651508887842,-1.572727998417533,-0.20155114196537754,-0.7148240944149833,0.00860900346316816,0.666841299339151,1.2310413317040085,-1.8116208862698744,-0.6534445209194248,-0.3885508797206087,1.3662968001426634e-05,1.0419917839890118,1.3299574463266453
0.136627229917083,-0.5905068354319862,-0.4192963435510542,-6.288223661560763e-05,1.0098138731281388,-1.4247548008494488,-0.06399592908421323,-0.17694816397978003,-0.5527047957702088,0.016852733391857316,0.6896647966280491,-1.3251793340663351,-0.15992016442871165,-0.23554224019162096,-0.6466638387258665,0.02317242821886234,0.6846087750931218,-1.1021312676855608,-0.30047726642934086,-0.2943468578872215,-0.613032390665055,0.07375907784896293,0.5585271446412609,-0.6717245202531295,-0.37009663621708744,-0.2502851924790142,-0.6300006669254168,0.06444936209435567,0.4585276542569944,-0.8539641650780352,-0.5012321098907386,-0.2525840187026116,-0.6439834679893727,0.07977275088836858,0.3650942353891314,-0.29874633756411306,-0.584184210985172,-0.22717166313725096,-0.6286198311459079,0.08245616307532609,0.25985741565748904,-0.2645110527596598,-0.7022040594242784,-0.2104325313715435,-0.6140695973660931,0.09805512335058256,0.1667072083652852,0.004525070463150982,-0.7888404014585206,-0.2414031433038521,-0.6338089700277898,0.08106517758679258,0.18355971826684764,-0.2935525799640346,-0.9167228282325501,-0.2104305903604397,-0.635933065966335,0.11556658365843325,-0.05013951748281553,0.41217092564076113,-1.0180855377213853,-0.2157878221551125,-0.6625167826291444,0.10238702494274804,-0.01314842567704666,0.7997747100843868,-1.122114035933634,-0.1741868623795424,-0.6626349915702756,0.09528296200806274,-0.05927455023759724,1.07299141345443,-1.21959766790423,-0.1940263362711065,-0.6491809011819342,0.071501249367863,0.12040715004240815,0.812925829543538,-1.306323902719935,-0.13942370076460153,-0.6603129074298949,0.07479804702735651,0.13744314718925527,1.438092926129181,-1.4528742273560866,-0.17261021876683486,-0.6500508543935467,0.05640480679395281,0.1915889427595605,1.386277632864109,-1.612340607078636,-0.17294361838472744,-0.6557535089035369,0.027435799580752936,0.36645682575787275,1.4074347900958286,-1.5781703048423503,-0.0013561041858918,-0.6623704886789579,1.204948910427106e-05,0.6637265730728004,1.5634127972161949
